player_name,nation,position,squad,compition,age_years,born_year,match_played,starts,min,goal,assist,expected_goal,expected_assisted_goal,non-penalty_expected_goal,progressive_carries,progressive_passes,progressive_passes_receive,age_scaled,value_score,value_tier
Marc Roca,ESP,MF,Leeds United,Premier League,26,1996,23,21,1621.0,1.0,2.0,1.1,1.6,1.1,17.0,124.0,17.0,0.18212737652529207,3.0374309792951246,High
Enzo Roco,CHI,DF,Elche,La Liga,30,1992,19,18,1475.0,0.6,6.0,5.0,2.0,32.0,0.04,0.04,0.04,-0.7709002107598608,-1.9956351313287792,Low
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,32,1990,20,12,941.0,4.0,1.0,0.7,0.8,0.7,17.0,61.0,25.0,-1.2474140044024373,-2.379804898039474,Low
Joe Rodon,WAL,DF,Rennes,Ligue 1,25,1997,14,14,1237.0,1.0,1.0,0.9,0.9,0.9,3.0,0.07,0.07,0.4203842733465803,-2.052456792772611,Low
Rodri,ESP,MF,Manchester City,Premier League,26,1996,26,26,2237.0,2.0,5.0,3.9,3.9,3.9,65.0,214.0,34.0,0.18212737652529207,9.513532474341929,High
Rodrigo,ESP,"FW,MF",Leeds United,Premier League,32,1991,20,17,1345.0,11.0,1.0,6.9,3.0,1.0,33.0,1.5,7.5,-1.2474140044024373,-1.0618198284324205,Mid
Rodrigo,ESP,"FW,MF",Betis,La Liga,22,2000,19,15,1150.0,2.0,1.0,1.2,2.0,0.8,33.0,78.0,0.08,1.135154963810445,2.018613650564331,High
Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,La Liga,24,1998,24,14,1290.0,2.0,2.0,3.1,4.6,1.5,25.0,31.0,0.14,0.6586411701678685,0.4479540770898116,Mid
Dani Rodríguez,ESP,MF,Mallorca,La Liga,34,1988,25,20,1541.0,3.0,3.0,1.5,1.4,1.5,27.0,58.0,50.0,-1.7239277980450138,-0.2777682615447614,Mid
Guido Rodríguez,ARG,MF,Betis,La Liga,28,1994,22,21,1792.0,0.4,6.0,8.0,13.0,76.0,0.02,0.03,0.02,-0.2943864171172844,0.33984512522326527,Mid
Ricardo Rodríguez,SUI,DF,Torino,Serie A,30,1992,24,19,1777.0,0.3,1.0,26.0,26.0,95.0,0.01,0.07,0.01,-0.7709002107598608,1.9780920939644235,High
Rodrygo,BRA,FW,Real Madrid,La Liga,22,2001,23,16,1575.0,4.0,5.0,8.9,2.0,1.0,87.0,5.3,13.4,1.135154963810445,4.225550398062869,High
Mads Roerslev,DEN,DF,Brentford,Premier League,23,1999,15,10,934.0,0.3,0.3,8.0,0.09,31.0,0.03,0.03,0.13,0.8968980669891568,-2.1603288717888756,Low
Agustín Rogel,URU,DF,Hertha BSC,Bundesliga,25,1997,14,12,1103.0,0.8,1.0,1.0,19.0,0.8,0.06,0.08,0.08,0.4203842733465803,-1.6022282532842587,Mid
Rogério,BRA,DF,Sassuolo,Serie A,25,1998,25,24,2095.0,0.4,2.0,64.0,1.6,1.2,0.02,67.0,0.09,0.4203842733465803,8.05430503875707,High
Alessio Romagnoli,ITA,DF,Lazio,Serie A,28,1995,24,23,2042.0,1.0,1.0,0.5,0.6,0.1,3.0,2.0,0.04,-0.2943864171172844,-0.20856545345113886,Mid
Cristian Romero,ARG,DF,Tottenham,Premier League,24,1998,19,18,1644.0,0.8,7.0,16.0,65.0,1.0,0.04,0.01,0.06,0.6586411701678685,4.442555047111424,High
Oriol Romeu,ESP,MF,Girona,La Liga,31,1991,22,22,1964.0,1.0,1.0,1.4,2.1,0.7,10.0,15.0,0.05,-1.0091571075811492,-0.3827779756197873,Mid
Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,38,1985,10,4,525.0,1.0,1.0,1.9,2.3,0.4,9.0,33.0,,-2.676955385330167,-6.446961391872632,Low
Valentin Rongier,FRA,MF,Marseille,Ligue 1,28,1994,27,25,2222.0,1.0,1.0,0.8,2.2,1.3,31.0,49.0,0.04,-0.2943864171172844,2.9061151696326375,High
Marten de Roon,NED,MF,Atalanta,Serie A,31,1991,24,23,1974.0,1.0,1.0,0.7,0.4,0.7,10.0,103.0,13.0,-1.0091571075811492,1.763623467348489,High
Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,26,1997,22,11,1219.0,0.5,1.0,15.0,2.2,1.7,0.04,27.0,0.07,0.18212737652529207,-0.8417701589229655,Mid
Joe Rothwell,ENG,MF,Bournemouth,Premier League,28,1995,12,4,452.0,2.0,1.0,,3.0,12.0,,,,-0.2943864171172844,-3.2224965642114647,Low
Anthony Rouault,FRA,DF,Toulouse,Ligue 1,21,2001,28,28,2512.0,2.0,1.0,2.8,0.8,2.8,10.0,102.0,6.0,1.3734118606317332,5.912209511218283,High
Nicolò Rovella,ITA,MF,Monza,Serie A,21,2001,14,12,1038.0,0.5,3.0,14.0,66.0,1.5,0.04,0.09,0.13,1.3734118606317332,3.2109288024582363,High
Amir Rrahmani,KVX,DF,Napoli,Serie A,29,1994,20,19,1727.0,2.0,1.0,1.5,0.8,1.5,11.0,80.0,2.0,-0.5326433139385727,0.8606973584385567,Mid
Ruan,BRA,DF,Sassuolo,Serie A,23,1999,13,11,929.0,0.4,5.0,2.0,1.0,7.0,0.04,0.04,0.04,0.8968980669891568,-2.524866101362696,Low
Rubén,ESP,"DF,MF",Espanyol,La Liga,22,2001,14,6,650.0,0.4,2.0,28.0,1.9,1.5,,46.0,,1.135154963810445,0.9385435965824634,Mid
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,30,1993,23,17,1603.0,1.0,1.0,1.4,1.5,0.1,8.0,3.0,0.06,-0.7709002107598608,-1.8481085601907932,Low
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,33,1990,15,4,541.0,0.1,1.0,5.0,0.5,0.4,,4.0,,-1.4856709012237255,-5.352390875388551,Low
Daniele Rugani,ITA,DF,Juventus,Serie A,28,1994,5,4,355.0,0.3,0.3,2.0,,,,,,-0.2943864171172844,-3.5723812289579278,Low
Matteo Ruggeri,ITA,"DF,MF",Atalanta,Serie A,20,2002,14,7,739.0,0.6,1.0,19.0,1.5,0.9,,59.0,,1.6116687574530215,1.1714586102296451,High
Mário Rui,POR,DF,Napoli,Serie A,31,1991,19,18,1495.0,0.5,6.0,46.0,3.5,0.5,0.03,131.0,81.0,-1.0091571075811492,4.845538783740772,High
Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,27,1996,20,11,1084.0,0.6,3.0,29.0,50.0,44.0,0.05,0.18,0.05,-0.05612952029599616,2.1473839226560765,High
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,26,1996,19,16,1324.0,1.0,1.0,1.6,2.9,1.3,19.0,56.0,0.07,0.18212737652529207,0.4061275870389641,Mid
Víctor Ruiz,ESP,DF,Betis,La Liga,34,1989,10,5,560.0,0.1,0.1,4.0,,,,,,-1.7239277980450138,-4.3436905707645295,Low
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,30,1992,14,14,1260.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7709002107598608,-3.4790316405645725,Low
Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,20,2002,15,11,1009.0,2.0,2.0,3.0,2.3,3.0,32.0,25.0,75.0,1.6116687574530215,0.5499033565319196,Mid
Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,25,1997,13,12,1037.0,0.7,2.0,20.0,32.0,32.0,0.06,0.1,0.06,0.4203842733465803,0.7955047575985978,Mid
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,25,1997,8,8,706.0,1.0,1.0,0.4,1.1,0.8,27.0,30.0,,0.4203842733465803,-1.9664082568791326,Low
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,30,1992,21,21,1890.0,0.0,1.0,0.0,0.05,0.05,0.0,0.0,0.0,-0.7709002107598608,-1.4741462337564475,Mid
José Sá,POR,GK,Wolves,Premier League,30,1993,28,28,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7709002107598608,0.5248259553963359,Mid
Youssouf Sabaly,SEN,DF,Betis,La Liga,30,1993,18,14,1275.0,0.3,1.0,34.0,1.0,0.6,0.02,47.0,0.07,-0.7709002107598608,0.8662648266912631,Mid
Halid abanovic,BIH,"DF,FW",Angers,Ligue 1,23,1999,7,4,333.0,1.0,1.0,0.0,,,,,,0.8968980669891568,-2.600189875768573,Low
Abdelhamid Sabiri,MAR,MF,Sampdoria,Serie A,26,1996,16,12,1006.0,2.0,2.0,2.9,1.2,4.0,7.0,2.6,47.0,0.18212737652529207,-2.502813139778739,Low
Marcel Sabitzer,AUT,MF,Bayern Munich,Bundesliga,29,1994,15,7,628.0,1.0,1.0,1.1,0.4,1.1,7.0,52.0,19.0,-0.5326433139385727,-3.5301678577832742,Low
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,27,1995,25,20,1796.0,0.3,3.0,34.0,1.4,1.0,0.02,57.0,0.15,-0.05612952029599616,3.534416105037163,High
Alexis Saelemaekers,BEL,"FW,DF",Milan,Serie A,23,1999,19,10,872.0,0.8,2.0,30.0,2.3,1.5,0.08,90.0,0.21,0.8968980669891568,2.0869872311534756,High
Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,27,1995,17,6,597.0,5.0,5.0,3.1,4.0,0.9,15.0,56.0,,-0.05612952029599616,-2.3862004045192338,Low
Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,26,1997,18,9,867.0,1.0,3.0,1.3,2.2,1.3,60.0,52.0,88.0,0.18212737652529207,0.3801167739771033,Mid
Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,24,1998,5,5,355.0,1.0,1.0,0.4,1.0,0.6,3.0,29.0,,0.6586411701678685,-3.837469701545917,Low
Bukayo Saka,ENG,FW,Arsenal,Premier League,21,2001,28,28,2403.0,12.0,10.0,8.8,5.0,2.0,131.0,6.6,14.0,1.3734118606317332,9.674637329659264,High
Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,23,18,1589.0,1.0,2.0,1.7,3.0,1.7,41.0,130.0,71.0,0.18212737652529207,3.9436221052681155,High
Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,33,1990,11,5,536.0,1.0,1.0,0.5,23.0,0.5,,,,-1.4856709012237255,-3.5701127716859498,Low
Mohamed Salah,EGY,FW,Liverpool,Premier League,30,1992,26,26,2315.0,11.0,7.0,12.8,12.0,1.0,70.0,17.2,91.0,-0.7709002107598608,5.385119515074814,High
Amine Salama,FRA,"FW,MF",Angers,Ligue 1,22,2000,25,12,1249.0,3.0,1.0,3.0,1.5,3.0,35.0,21.0,94.0,1.135154963810445,0.596999887723966,Mid
William Saliba,FRA,DF,Arsenal,Premier League,22,2001,27,27,2415.0,2.0,1.0,0.9,1.2,0.9,13.0,99.0,2.0,1.135154963810445,5.288786525824482,High
Mohammed Salisu,GHA,DF,Southampton,Premier League,23,1999,22,21,1973.0,1.5,1.0,5.0,2.1,0.6,0.07,4.0,0.05,0.8968980669891568,1.0099181330107059,Mid
Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,25,1997,13,7,632.0,1.7,4.0,13.0,45.0,10.0,,,,0.4203842733465803,1.213403719356911,High
Yoann Salmier,GUF,DF,Troyes,Ligue 1,30,1992,26,26,2237.0,1.0,1.0,1.1,0.4,1.1,17.0,97.0,7.0,-0.7709002107598608,3.055048168376059,High
Salvi,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1991,15,3,316.0,0.2,2.0,17.0,34.0,9.0,,,,-1.0091571075811492,-1.5723646549559425,Mid
Lazar Samardzic,SRB,MF,Udinese,Serie A,21,2002,26,9,1049.0,4.0,3.0,2.0,4.6,2.6,22.0,38.0,0.26,1.3734118606317332,0.011985578934739616,Mid
Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,27,1995,25,23,1949.0,10.0,3.0,8.2,5.0,1.0,39.0,7.4,1.9,-0.05612952029599616,2.6044032890982853,High
Brice Samba,FRA,GK,Lens,Ligue 1,28,1994,28,28,2520.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2943864171172844,1.0013397490389124,Mid
Albert Sambi Lokonga,BEL,MF,Crystal Palace,Premier League,23,1999,7,5,466.0,2.0,1.0,0.0,,,,,,0.8968980669891568,-2.2433891825758865,Low
Junior Sambia,FRA,DF,Salernitana,Serie A,26,1996,16,5,507.0,0.5,3.0,18.0,25.0,25.0,,,,0.18212737652529207,-0.23174353780588533,Mid
Samuel,BRA,"FW,MF",Valencia,La Liga,23,1999,26,24,2077.0,2.0,1.0,5.2,1.2,5.2,98.0,66.0,182.0,0.8968980669891568,7.516687643135735,High
Fede San Emeterio,ESP,MF,Cádiz,La Liga,26,1997,22,15,1164.0,0.2,7.0,1.0,0.01,5.0,0.01,0.01,0.0,0.18212737652529207,-2.453590685979664,Low
Antonio Sanabria,PAR,FW,Torino,Serie A,27,1996,22,17,1538.0,7.0,2.0,6.4,4.0,1.0,9.0,2.1,7.7,-0.05612952029599616,-0.612129104489534,Mid
Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,25,23,1746.0,8.0,8.0,4.8,1.0,2.0,61.0,2.0,6.0,1.135154963810445,3.7785665210038983,High
Renato Sanches,POR,MF,Paris S-G,Ligue 1,25,1997,16,3,462.0,2.0,2.0,0.7,40.0,1.8,16.0,,,0.4203842733465803,-1.1314077490229537,Mid
Alexis Sánchez,CHI,FW,Marseille,Ligue 1,34,1988,25,22,1892.0,12.0,1.0,9.7,2.0,3.0,27.0,4.4,11.8,-1.7239277980450138,0.047416929898002724,Mid
Antonio Sánchez,ESP,MF,Mallorca,La Liga,26,1997,21,7,688.0,0.5,4.0,17.0,40.0,27.0,,,,0.18212737652529207,1.137433373205426,High
Davinson Sánchez,COL,DF,Tottenham,Premier League,26,1996,13,6,573.0,0.3,1.0,4.0,3.0,25.0,,,,0.18212737652529207,-2.566234151088267,Low
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,30,1992,21,13,1034.0,1.0,1.0,0.7,54.0,2.1,48.0,0.09,0.09,-0.7709002107598608,1.44544433381654,High
Javi Sánchez,ESP,DF,Valladolid,La Liga,26,1997,22,21,1775.0,1.0,1.0,0.6,0.7,0.1,17.0,4.0,0.05,0.18212737652529207,0.2511704123445888,Mid
Manuel Sánchez,ESP,DF,Osasuna,La Liga,22,2000,20,12,1214.0,0.4,1.0,22.0,1.7,1.3,0.03,65.0,0.07,1.135154963810445,1.7821041484872324,High
Robert Sánchez,ESP,GK,Brighton,Premier League,25,1997,22,22,1980.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4203842733465803,0.00017146980524523903,Mid
Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,23,2000,14,12,923.0,4.0,1.0,2.6,4.2,1.6,42.0,80.0,0.1,0.8968980669891568,1.7081368988955767,High
Alex Sandro,BRA,DF,Juventus,Serie A,32,1991,21,17,1455.0,0.2,1.0,40.0,0.7,0.2,0.01,83.0,20.0,-1.2474140044024373,2.5121900545418585,High
Leroy Sané,GER,"MF,FW",Bayern Munich,Bundesliga,27,1996,23,15,1489.0,7.0,4.0,5.3,3.1,5.3,56.0,106.0,136.0,-0.05612952029599616,3.553941697748656,High
Morgan Sanson,FRA,MF,Strasbourg,Ligue 1,28,1994,8,8,562.0,1.4,2.0,16.0,2.5,1.0,,34.0,,-0.2943864171172844,-1.716150275301715,Low
Nicola Sansone,ITA,FW,Bologna,Serie A,31,1991,11,5,431.0,1.0,1.0,1.6,6.0,1.6,14.0,,,-1.0091571075811492,-4.3552701348534635,Low
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,28,1995,16,14,1230.0,1.0,1.0,0.6,1.2,0.6,7.0,16.0,0.07,-0.2943864171172844,-2.2167800705859997,Low
Riccardo Saponara,ITA,FW,Fiorentina,Serie A,31,1991,22,10,915.0,2.0,2.0,1.9,2.9,1.9,42.0,43.0,98.0,-1.0091571075811492,-1.5343147091197582,Mid
Pablo Sarabia,ESP,"FW,MF",Wolves,Premier League,30,1992,8,6,515.0,1.0,1.0,2.7,3.4,0.7,9.0,37.0,,-0.7709002107598608,-4.045589749339051,Low
Pablo Sarabia,ESP,"FW,MF",Paris S-G,Ligue 1,30,1992,14,3,370.0,1.3,1.0,9.0,37.0,18.0,,,,-0.7709002107598608,-1.7992432215104972,Low
Muhammed Saracevic Cham,AUT,MF,Clermont Foot,Ligue 1,22,2000,28,17,1451.0,4.0,2.0,3.9,2.0,1.0,49.0,2.0,5.1,1.135154963810445,1.8991580372055676,High
Amin Sarr,SWE,FW,Lyon,Ligue 1,22,2001,8,4,412.0,1.0,1.0,1.2,7.0,1.3,9.0,,,1.135154963810445,-2.5840391472499222,Low
Malang Sarr,FRA,DF,Monaco,Ligue 1,24,1999,13,8,716.0,5.0,3.0,0.0,,0.0,,,,0.6586411701678685,-1.6566118805529504,Mid
Martin Satriano,URU,FW,Empoli,Serie A,22,2001,25,20,1617.0,2.0,1.0,3.6,1.2,3.6,28.0,21.0,120.0,1.135154963810445,2.0251779544778516,High
Téji Savanier,FRA,MF,Montpellier,Ligue 1,31,1991,23,23,1977.0,10.0,2.0,6.7,4.0,5.0,39.0,2.8,4.8,-1.0091571075811492,1.3884691445689767,High
Stefan Savic,MNE,DF,Atlético Madrid,La Liga,32,1991,18,18,1583.0,0.2,3.0,20.0,6.0,67.0,0.01,0.01,0.01,-1.2474140044024373,-0.6883819588049493,Mid
Joe Scally,USA,DF,M'Gladbach,Bundesliga,20,2002,23,21,1884.0,0.5,1.0,24.0,53.0,52.0,0.02,0.11,0.02,1.6116687574530215,6.227564826202091,High
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,19,2003,21,18,1479.0,2.0,2.0,1.0,1.2,0.1,12.0,17.0,0.12,1.8499256542743097,1.176351900913494,High
Gianluca Scamacca,ITA,FW,West Ham,Premier League,24,1999,16,11,926.0,3.0,3.0,2.5,3.1,0.7,13.0,48.0,0.29,0.6586411701678685,-0.8355074558188034,Mid
András Schäfer,HUN,MF,Union Berlin,Bundesliga,23,1999,13,9,754.0,0.4,0.4,14.0,,17.0,,,,0.8968980669891568,0.06205331512408696,Mid
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,31,1991,24,24,2143.0,1.0,1.0,3.2,4.2,1.0,21.0,18.0,0.04,-1.0091571075811492,1.048289387916088,High
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,27,1996,14,10,941.0,3.0,1.0,4.6,5.1,0.6,8.0,68.0,0.1,-0.05612952029599616,-1.0895021333845667,Mid
Kingsley Schindler,GHA,"DF,MF",Köln,Bundesliga,29,1993,20,4,703.0,0.9,3.0,9.0,40.0,32.0,,,,-0.5326433139385727,-0.697436241790848,Mid
Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,25,1997,19,16,1466.0,1.0,1.0,0.3,0.6,0.3,21.0,72.0,11.0,0.4203842733465803,1.1061111672895991,High
Keven Schlotterbeck,GER,DF,Bochum,Bundesliga,25,1997,7,6,557.0,1.0,1.0,1.0,1.2,0.3,,2.0,,0.4203842733465803,-3.517776952379921,Low
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,23,1999,25,25,2184.0,4.0,4.0,1.6,1.5,1.6,38.0,152.0,13.0,0.8968980669891568,6.908070854479791,High
Jeffrey Schlupp,GHA,"MF,FW",Crystal Palace,Premier League,30,1992,27,24,2029.0,2.0,2.0,1.8,2.5,0.7,23.0,49.0,0.09,-0.7709002107598608,1.720653301326212,High
Kasper Schmeichel,DEN,GK,Nice,Ligue 1,36,1986,26,26,2340.0,0.0,0.4,0.0,0.0,0.01,0.0,0.0,0.0,-2.20044159168759,-1.4766950820972373,Mid
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,23,2000,19,11,1092.0,0.4,3.0,21.0,2.1,1.7,0.03,51.0,0.25,0.8968980669891568,0.7942735012666466,Mid
Niklas Schmidt,GER,MF,Werder Bremen,Bundesliga,25,1998,17,9,910.0,2.0,2.0,1.4,2.7,1.3,22.0,37.0,0.2,0.4203842733465803,-1.3616604033538464,Mid
Benno Schmitz,GER,DF,Köln,Bundesliga,28,1994,23,22,1816.0,1.0,1.0,0.2,2.5,2.3,36.0,107.0,0.05,-0.2943864171172844,3.435085093888855,High
Jerdy Schouten,NED,MF,Bologna,Serie A,26,1997,23,19,1641.0,0.3,2.0,8.0,1.5,1.2,0.02,15.0,0.11,0.18212737652529207,-0.02100393126436187,Mid
Perr Schuurs,NED,DF,Torino,Serie A,23,1999,21,20,1626.0,0.4,2.0,8.0,0.8,0.4,0.02,1.0,0.11,0.8968980669891568,0.42234563539675674,Mid
Marvin Schwäbe,GER,GK,Köln,Bundesliga,27,1995,25,25,2250.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05612952029599616,0.3816271610114348,Mid
Alexander Schwolow,GER,GK,Schalke 04,Bundesliga,30,1992,17,17,1530.0,0.1,1.0,0.0,0.01,0.01,0.0,0.0,0.0,-0.7709002107598608,-2.620470833950272,Low
Demba Seck,SEN,"FW,MF",Torino,Serie A,22,2001,14,5,388.0,0.4,0.4,18.0,,35.0,,,,1.135154963810445,-0.4878010543634941,Mid
Haris Seferovic,SUI,"FW,MF",Celta Vigo,La Liga,31,1992,7,3,316.0,1.0,1.0,1.0,1.3,0.2,5.0,16.0,,-1.0091571075811492,-6.000427038071891,Low
Paul Seguin,GER,MF,Union Berlin,Bundesliga,27,1995,18,4,633.0,1.0,3.0,1.2,2.0,1.2,11.0,37.0,27.0,-0.05612952029599616,-3.541367904737311,Low
Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,22,2000,20,20,1753.0,0.1,6.0,17.0,31.0,45.0,0.01,0.03,0.01,1.135154963810445,3.4541971168773804,High
Davie Selke,GER,FW,Köln,Bundesliga,28,1995,8,4,363.0,1.0,1.0,1.5,5.0,1.6,5.0,,,-0.2943864171172844,-4.366363351838608,Low
Matz Sels,BEL,GK,Strasbourg,Ligue 1,31,1992,28,28,2520.0,0.0,2.0,0.0,0.01,0.01,0.0,0.0,0.0,-1.0091571075811492,0.2871603803405818,Mid
Nélson Semedo,POR,DF,Wolves,Premier League,29,1993,26,21,1778.0,0.3,1.0,39.0,0.6,0.3,0.01,73.0,101.0,-0.5326433139385727,3.9675671339501712,High
Marcos Senesi,ARG,DF,Bournemouth,Premier League,25,1997,23,22,1878.0,2.0,2.0,1.2,1.6,0.4,5.0,2.0,0.1,0.4203842733465803,0.31211787142055253,Mid
Stefano Sensi,ITA,MF,Monza,Serie A,27,1995,20,17,1302.0,3.0,3.0,1.2,2.2,1.0,23.0,25.0,0.21,-0.05612952029599616,-0.38702533741393974,Mid
Jaime Seoane,ESP,MF,Getafe,La Liga,26,1997,14,2,304.0,0.1,0.1,3.0,,5.0,,,,0.18212737652529207,-3.3639823389958554,Low
Luigi Sepe,ITA,GK,Salernitana,Serie A,31,1991,17,17,1530.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0091571075811492,-2.859319052537095,Low
Suat Serdar,GER,MF,Hertha BSC,Bundesliga,25,1997,24,22,1683.0,4.0,1.0,1.8,1.1,1.8,28.0,67.0,40.0,0.4203842733465803,2.651520126647992,High
Leonardo Sernicola,ITA,DF,Cremonese,Serie A,25,1997,23,21,1782.0,1.0,1.0,1.0,1.2,1.0,48.0,50.0,78.0,0.4203842733465803,3.0991882209328505,High
Ryan Sessegnon,ENG,DF,Tottenham,Premier League,22,2000,17,9,813.0,2.0,2.0,1.6,2.7,1.1,24.0,64.0,0.22,1.135154963810445,-0.03600245771378163,Mid
Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,30,1992,20,7,926.0,3.0,1.0,3.3,0.8,3.3,37.0,40.0,81.0,-0.7709002107598608,-1.9875530930196312,Low
Luke Shaw,ENG,DF,Manchester Utd,Premier League,27,1995,22,21,1841.0,1.0,2.0,0.9,2.8,0.9,47.0,98.0,60.0,-0.05612952029599616,3.9363585133348504,High
Jonjo Shelvey,ENG,MF,Nott'ham Forest,Premier League,31,1992,6,5,441.0,0.1,1.0,1.0,,29.0,,,,-1.0091571075811492,-4.099181306495824,Low
Eldor Shomurodov,UZB,FW,Spezia,Serie A,27,1995,7,4,356.0,1.4,1.0,2.0,20.0,11.0,,,,-0.05612952029599616,-2.615018298487769,Low
Kiliann Sildillia,FRA,"DF,MF",Freiburg,Bundesliga,20,2002,22,20,1741.0,0.8,2.0,18.0,0.6,0.8,0.04,67.0,43.0,1.6116687574530215,3.847405627138129,High
André Silva,POR,FW,RB Leipzig,Bundesliga,27,1995,25,18,1539.0,4.0,3.0,8.6,2.7,8.6,29.0,33.0,130.0,-0.05612952029599616,1.3151497179824763,High
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,28,1994,25,20,1784.0,4.0,5.0,1.6,2.8,1.6,74.0,100.0,157.0,-0.2943864171172844,4.802955478907036,High
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25,1997,25,23,2117.0,1.0,7.0,0.7,3.7,0.7,42.0,141.0,111.0,0.4203842733465803,6.005135287369721,High
David Silva,ESP,MF,Real Sociedad,La Liga,37,1986,19,17,1303.0,1.0,4.0,2.2,2.7,2.2,44.0,110.0,91.0,-2.4386984885088787,0.3878049971509627,Mid
Rui Silva,POR,GK,Betis,La Liga,29,1994,20,20,1800.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5326433139385727,-1.5248357740457519,Mid
Thiago Silva,BRA,DF,Chelsea,Premier League,38,1984,21,20,1812.0,1.0,2.0,4.0,1.4,0.4,0.05,1.0,0.1,-2.676955385330167,-3.1740995587677854,Low
Marco Silvestri,ITA,GK,Udinese,Serie A,32,1991,27,27,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2474140044024373,-0.23767766652916245,Mid
Abdallah Sima,SEN,FW,Angers,Ligue 1,21,2001,24,15,1338.0,3.0,3.0,4.0,16.0,5.4,27.0,0.2,0.2,1.3734118606317332,1.4717365945776328,High
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,22,2000,16,12,918.0,1.0,1.0,1.0,1.5,0.4,17.0,42.0,0.1,1.135154963810445,-0.43193614930576363,Mid
Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,27,1995,24,22,1816.0,5.0,3.0,3.9,3.0,1.0,98.0,2.9,5.8,-0.05612952029599616,4.299431034082026,High
Unai Simón,ESP,GK,Athletic Club,La Liga,25,1997,22,22,1935.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4203842733465803,-0.07393292370497379,Mid
Lassine Sinayoko,MLI,"MF,FW",Auxerre,Ligue 1,23,1999,26,14,1294.0,2.4,2.0,42.0,1.8,2.4,0.16,60.0,128.0,0.8968980669891568,3.6690590660385216,High
Wilfried Singo,CIV,DF,Torino,Serie A,22,2000,21,15,1390.0,2.0,1.0,1.4,1.1,1.4,32.0,47.0,65.0,1.135154963810445,1.573850853800416,High
Luis Sinisterra,COL,FW,Leeds United,Premier League,23,1999,13,8,538.0,2.0,2.0,1.8,0.2,1.8,18.0,21.0,52.0,0.8968980669891568,-2.320161846897086,Low
Daley Sinkgraven,NED,"DF,MF",Leverkusen,Bundesliga,27,1995,10,4,324.0,0.2,1.0,8.0,1.1,1.0,,17.0,,-0.05612952029599616,-3.6518211171622257,Low
Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,35,1988,6,5,510.0,,1.0,0.0,0.0,0.0,0.0,,,-1.962184694866302,-6.3136861903051775,Low
Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,25,1997,18,8,869.0,0.6,0.6,9.0,0.02,38.0,0.06,0.06,0.09,0.4203842733465803,-2.930056864861399,Low
