player_name,nation,position,squad,compition,age_years,born_year,match_played,starts,min,goal,assist,expected_goal,expected_assisted_goal,non-penalty_expected_goal,progressive_carries,progressive_passes,progressive_passes_receive,age_scaled,value_score,value_tier
Moussa Sissoko,FRA,MF,Nantes,Ligue 1,33,1989,21,17,1472.0,2.0,2.0,2.0,2.8,0.8,22.0,51.0,0.12,-1.4856709012237255,-0.8361050215732561,Mid
Ellyes Skhiri,TUN,MF,Köln,Bundesliga,27,1995,24,24,2136.0,5.0,1.0,3.5,1.4,3.5,40.0,124.0,38.0,-0.05612952029599616,5.310437402058439,High
Oliver Skipp,ENG,MF,Tottenham,Premier League,22,2000,13,8,646.0,1.0,1.0,0.2,0.6,0.4,8.0,15.0,,1.135154963810445,-2.6268810178645587,Low
Lukasz Skorupski,POL,GK,Bologna,Serie A,31,1991,27,27,2430.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0091571075811492,0.0005792302921256987,Mid
Robert Skov,DEN,DF,Hoffenheim,Bundesliga,26,1996,19,16,1229.0,3.0,2.0,3.3,1.0,2.0,41.0,1.8,3.4,0.18212737652529207,-0.03863861740448679,Mid
Milan kriniar,SVK,DF,Inter,Serie A,28,1995,21,20,1769.0,0.8,5.0,16.0,81.0,1.1,0.04,0.01,0.05,-0.2943864171172844,4.917049904734329,High
Islam Slimani,ALG,FW,Brest,Ligue 1,34,1988,16,11,986.0,1.0,1.0,2.5,1.7,5.0,11.0,2.9,26.0,-1.7239277980450138,-4.3979824312339515,Low
Chris Smalling,ENG,DF,Roma,Serie A,33,1989,26,25,2313.0,3.0,1.0,1.2,0.4,1.2,4.0,39.0,7.0,-1.4856709012237255,0.3262614088394957,Mid
Adam Smith,ENG,DF,Bournemouth,Premier League,31,1991,26,26,2200.0,0.5,1.0,18.0,1.2,0.7,0.02,21.0,0.04,-1.0091571075811492,1.7163484074484263,High
Hrvoje Smolcic,CRO,DF,Eint Frankfurt,Bundesliga,22,2000,9,4,471.0,0.2,0.2,,,,,,,1.135154963810445,-1.47387892951994,Mid
Danilo Soares,BRA,DF,Bochum,Bundesliga,31,1991,18,18,1367.0,12.0,5.0,0.0,0.07,15.0,0.0,0.07,0.0,-1.0091571075811492,-2.984105798968014,Low
Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,27,1995,9,5,507.0,0.1,1.0,12.0,0.5,0.4,,30.0,,-0.05612952029599616,-2.5638324322183683,Low
Rubén Sobrino,ESP,"MF,FW",Cádiz,La Liga,30,1992,22,17,1554.0,2.0,1.0,3.1,0.9,3.1,29.0,23.0,48.0,-0.7709002107598608,-0.36709260616232064,Mid
Alex Sola,ESP,DF,Real Sociedad,La Liga,23,1999,9,3,342.0,0.1,1.0,7.0,18.0,4.0,,,,0.8968980669891568,-1.4839300149948906,Mid
Dominic Solanke,ENG,"FW,MF",Bournemouth,Premier League,25,1997,22,21,1878.0,3.0,4.0,4.4,2.5,4.4,36.0,28.0,103.0,0.4203842733465803,2.5620787667468456,High
Nikola Soldo,CRO,DF,Köln,Bundesliga,22,2001,7,6,593.0,0.6,1.0,3.0,,,,,,1.135154963810445,-1.3839157038951375,Mid
Carlos Soler,ESP,MF,Paris S-G,Ligue 1,26,1997,18,10,843.0,3.0,2.0,1.4,2.7,1.3,17.0,46.0,0.21,0.18212737652529207,-1.5784707587994156,Mid
Yann Sommer,SUI,GK,Bayern Munich,Bundesliga,34,1988,10,10,900.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7239277980450138,-5.576018540981414,Low
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,34,1988,10,10,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7239277980450138,-5.576018540981414,Low
Brandon Soppy,FRA,DF,Atalanta,Serie A,21,2002,11,7,568.0,0.3,3.0,22.0,1.6,1.3,,32.0,,1.3734118606317332,0.27010608317088614,Mid
David Soria,ESP,GK,Getafe,La Liga,29,1993,26,26,2340.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5326433139385727,0.19110319565178013,Mid
Roberto Soriano,ITA,"FW,MF",Bologna,Serie A,32,1991,25,14,1249.0,1.0,3.0,0.6,2.5,0.6,27.0,55.0,62.0,-1.2474140044024373,-1.1995626200553144,Mid
Borna Sosa,CRO,DF,Stuttgart,Bundesliga,25,1998,18,15,1347.0,2.0,6.0,0.7,4.4,0.7,39.0,76.0,100.0,0.4203842733465803,1.9473262189766019,High
Joaquin Sosa,URU,DF,Bologna,Serie A,21,2002,9,6,598.0,5.0,2.0,0.0,0.0,0.0,,,,1.3734118606317332,-1.8769057217605878,Low
Florian Sotoca,FRA,"FW,MF",Lens,Ligue 1,32,1990,28,26,2297.0,6.0,7.0,9.5,4.0,3.0,33.0,7.0,14.2,-1.2474140044024373,2.1775774426023586,High
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,23,1999,9,5,454.0,0.7,2.0,39.0,1.6,1.0,,76.0,,0.8968980669891568,1.9629857502070074,High
Tomá Soucek,CZE,MF,West Ham,Premier League,28,1995,26,22,1999.0,1.0,1.0,2.9,0.9,2.9,10.0,70.0,35.0,-0.2943864171172844,1.803744071692969,High
Matìas Soulé,ARG,"MF,DF",Juventus,Serie A,19,2003,11,3,321.0,1.0,1.0,1.3,9.0,1.7,10.0,,,1.8499256542743097,-1.984183313624313,Low
Adama Soumaoro,FRA,DF,Bologna,Serie A,30,1992,17,16,1412.0,0.3,5.0,6.0,1.0,35.0,0.02,0.02,0.02,-0.7709002107598608,-2.3440398210404116,Low
Boubakary Soumaré,FRA,MF,Leicester City,Premier League,24,1999,18,12,924.0,10.0,5.0,0.0,0.02,12.0,0.0,0.02,0.0,0.6586411701678685,-2.876692348968509,Low
Arnaud Souquet,FRA,"DF,FW",Montpellier,Ligue 1,31,1992,12,3,361.0,0.1,1.0,5.0,14.0,10.0,,,,-1.0091571075811492,-3.7780896903866488,Low
Dyego Sousa,POR,FW,Almería,La Liga,33,1989,15,2,373.0,0.5,1.0,7.0,1.4,0.8,,29.0,,-1.4856709012237255,-5.0558329119728755,Low
Harry Souttar,AUS,DF,Leicester City,Premier League,24,1998,7,7,630.0,1.1,1.0,5.0,1.3,0.2,,4.0,,0.6586411701678685,-2.600867916246558,Low
Vinicius Souza,BRA,MF,Espanyol,La Liga,23,1999,24,24,2029.0,0.4,7.0,9.0,73.0,0.8,0.02,0.02,0.04,0.8968980669891568,5.973873546362897,High
Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,26,1997,24,22,1955.0,3.0,3.0,1.3,2.1,0.8,26.0,21.0,0.14,0.18212737652529207,1.656615444688693,High
Kevin Spadanuda,SUI,"MF,FW",Ajaccio,Ligue 1,26,1997,14,6,522.0,0.2,2.0,9.0,34.0,10.0,,,,0.18212737652529207,-0.3599608664636319,Mid
Djed Spence,ENG,DF,Rennes,Ligue 1,22,2000,7,7,565.0,0.4,0.4,21.0,,17.0,,,,1.135154963810445,0.35353478376980485,Mid
Stijn Spierings,NED,MF,Toulouse,Ligue 1,27,1996,28,28,2517.0,2.0,2.0,1.7,3.7,1.9,24.0,25.0,0.07,-0.05612952029599616,3.3091132519799,High
Leonardo Spinazzola,ITA,DF,Roma,Serie A,30,1993,18,14,1212.0,1.0,3.0,0.9,1.3,0.9,73.0,42.0,64.0,-0.7709002107598608,0.9383431538466347,Mid
Marco Sportiello,ITA,GK,Atalanta,Serie A,30,1992,7,6,623.0,,2.0,0.0,0.0,0.0,0.0,,,-0.7709002107598608,-4.798536299010593,Low
Anton Stach,GER,MF,Mainz 05,Bundesliga,24,1998,22,16,1520.0,1.0,3.0,1.8,2.5,1.8,29.0,88.0,48.0,0.6586411701678685,2.437429674416244,High
Kostas Stafylidis,GRE,"DF,MF",Bochum,Bundesliga,29,1993,14,8,802.0,0.3,2.0,9.0,0.6,0.3,,11.0,,-0.5326433139385727,-2.8752377019274524,Low
Jens Stage,DEN,MF,Werder Bremen,Bundesliga,26,1996,24,14,1210.0,2.0,1.0,2.0,0.8,2.0,16.0,42.0,41.0,0.18212737652529207,-0.6238210106534379,Mid
Josip Staniic,CRO,DF,Bayern Munich,Bundesliga,22,2000,11,3,470.0,10.0,1.0,0.0,,31.0,,,,1.135154963810445,-2.274107311078658,Low
Niklas Stark,GER,DF,Werder Bremen,Bundesliga,27,1995,18,14,1315.0,0.1,6.0,7.0,3.0,48.0,0.01,0.03,0.01,-0.05612952029599616,-1.8550789033596162,Low
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,27,1996,11,3,328.0,3.0,1.0,,5.0,12.0,,,,-0.05612952029599616,-3.207955128773981,Low
Jack Stephens,ENG,DF,Bournemouth,Premier League,29,1994,10,8,723.0,1.0,2.0,0.0,,2.0,,,,-0.5326433139385727,-2.8363690145578015,Low
Raheem Sterling,ENG,"FW,MF",Chelsea,Premier League,28,1994,19,16,1338.0,4.0,2.0,4.5,3.5,4.5,55.0,42.0,135.0,-0.2943864171172844,1.541502886817958,High
Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,21,2001,16,5,598.0,1.0,1.0,0.3,0.7,0.5,4.0,16.0,,1.3734118606317332,-3.0227044381337356,Low
Lars Stindl,GER,"FW,MF",M'Gladbach,Bundesliga,34,1988,20,15,1280.0,5.0,6.0,3.3,3.9,3.3,19.0,54.0,62.0,-1.7239277980450138,-1.5446148664386117,Mid
Kevin Stöger,AUT,MF,Bochum,Bundesliga,29,1993,24,22,1936.0,2.0,1.0,2.4,1.0,1.0,28.0,4.1,5.8,-0.5326433139385727,0.6225339608663132,Mid
Petar Stojanovic,SVN,DF,Empoli,Serie A,27,1995,21,15,1377.0,0.2,1.0,42.0,1.2,0.9,0.02,42.0,0.07,-0.05612952029599616,2.507531582966096,High
John Stones,ENG,DF,Manchester City,Premier League,28,1994,15,14,1269.0,0.6,2.0,21.0,1.9,1.3,0.04,26.0,0.14,-0.2943864171172844,-0.3162570447232336,Mid
Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,23,2000,22,15,1250.0,2.0,3.0,3.8,1.9,3.8,11.0,10.0,51.0,0.8968980669891568,-0.48659352379646037,Mid
Gabriel Strefezza,BRA,FW,Lecce,Serie A,25,1997,25,22,1759.0,7.0,1.0,3.7,4.0,1.0,55.0,2.4,5.3,0.4203842733465803,2.7621619707051,High
Pascal Struijk,NED,DF,Leeds United,Premier League,23,1999,21,20,1687.0,2.0,1.0,1.2,2.3,1.2,22.0,102.0,45.0,0.8968980669891568,3.4610436534383546,High
Cristhian Stuani,URU,FW,Girona,La Liga,36,1986,21,5,710.0,6.0,6.0,6.7,3.6,6.0,1.0,4.5,9.0,-2.20044159168759,-6.073252524748941,Low
Damián Suárez,URU,"DF,MF",Getafe,La Liga,34,1988,17,15,1104.0,1.0,1.0,0.3,1.4,1.1,12.0,45.0,0.08,-1.7239277980450138,-2.794341009228126,Low
Denis Suárez,ESP,MF,Espanyol,La Liga,29,1994,7,4,371.0,0.4,0.4,13.0,,13.0,,,,-0.5326433139385727,-2.7785361572590834,Low
Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,25,1997,9,7,611.0,0.1,1.0,13.0,38.0,0.4,,,,0.4203842733465803,0.7648964331782089,Mid
Isaac Success,NGA,FW,Udinese,Serie A,27,1996,27,18,1614.0,3.1,6.0,35.0,6.9,3.9,0.17,184.0,0.33,-0.05612952029599616,6.495080493790706,High
Niklas Süle,GER,DF,Dortmund,Bundesliga,27,1995,21,16,1422.0,1.0,3.0,1.2,1.8,1.2,20.0,89.0,49.0,-0.05612952029599616,1.0817044895737897,High
Ibrahim Sulemana,GHA,MF,Hellas Verona,Serie A,19,2003,11,3,357.0,0.3,3.0,3.0,5.0,11.0,,,,1.8499256542743097,-1.6406478910249604,Mid
Kamaldeen Sulemana,GHA,"FW,MF",Southampton,Premier League,21,2002,8,6,520.0,0.6,1.0,15.0,50.0,22.0,,,,1.3734118606317332,2.3227378628333315,High
Kamaldeen Sulemana,GHA,"FW,MF",Rennes,Ligue 1,21,2002,14,2,326.0,1.0,1.0,1.4,1.9,0.6,17.0,57.0,,1.3734118606317332,-2.118532493058791,Low
Crysencio Summerville,NED,FW,Leeds United,Premier League,21,2001,20,9,1018.0,4.0,2.0,2.4,1.2,2.4,42.0,32.0,61.0,1.3734118606317332,0.5556963234970448,Mid
Ivan unjic,CRO,MF,Hertha BSC,Bundesliga,26,1996,18,12,993.0,0.6,4.0,6.0,6.0,30.0,0.06,0.07,0.06,0.18212737652529207,-2.333431804814014,Low
Suso,ESP,"MF,FW",Sevilla,La Liga,29,1993,15,5,605.0,1.0,1.0,0.7,1.5,0.7,16.0,55.0,66.0,-0.5326433139385727,-3.3337823060848275,Low
Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,24,1999,23,14,1283.0,2.0,4.0,1.9,3.0,1.9,15.0,53.0,51.0,0.6586411701678685,0.31812497887937785,Mid
Issiaga Sylla,GUI,DF,Montpellier,Ligue 1,29,1994,7,7,630.0,0.2,3.0,22.0,42.0,2.0,,,,-0.5326433139385727,0.9025754972154547,Mid
Issiaga Sylla,GUI,DF,Toulouse,Ligue 1,29,1994,17,16,1372.0,0.4,3.0,51.0,107.0,95.0,0.03,0.06,0.03,-0.5326433139385727,8.212237786201543,High
Wojciech Szczesny,POL,GK,Juventus,Serie A,32,1990,19,19,1662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2474140044024373,-2.604640979203439,Low
Dominik Szoboszlai,HUN,"MF,FW",RB Leipzig,Bundesliga,22,2000,23,21,1803.0,4.0,8.0,2.5,2.5,1.0,55.0,9.2,114.0,1.135154963810445,3.3798449376009554,High
Alexander Sørloth,NOR,FW,Real Sociedad,La Liga,27,1995,22,20,1655.0,9.0,1.0,8.7,1.3,8.7,25.0,14.0,89.0,-0.05612952029599616,1.0611911490766441,High
Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,30,1992,26,26,2316.0,1.0,3.0,1.6,3.4,1.6,29.0,129.0,141.0,-0.7709002107598608,4.736272420357533,High
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,27,1996,24,20,1764.0,1.0,1.0,1.0,1.4,0.4,3.0,4.0,0.05,-0.05612952029599616,-0.6994148817061855,Mid
Flavien Tait,FRA,MF,Rennes,Ligue 1,30,1993,24,16,1425.0,2.0,2.0,1.9,2.0,1.9,42.0,136.0,44.0,-0.7709002107598608,2.5964778736814633,High
Montassar Talbi,TUN,DF,Lorient,Ligue 1,24,1998,28,28,2520.0,1.0,1.0,0.7,0.9,0.2,12.0,0.04,0.07,0.6586411701678685,2.6163391168778567,High
Adrien Tameze,CMR,MF,Hellas Verona,Serie A,29,1994,26,24,2101.0,0.7,2.0,19.0,37.0,84.0,0.03,0.06,0.03,-0.5326433139385727,3.449895871434182,High
Renato Tapia,PER,"MF,DF",Celta Vigo,La Liga,27,1995,18,9,813.0,0.3,5.0,5.0,37.0,1.0,0.04,0.08,0.12,-0.05612952029599616,-1.540445290530868,Mid
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,24,1999,25,24,2151.0,1.0,1.0,2.3,0.9,0.7,28.0,112.0,4.0,0.6586411701678685,5.072762153971392,High
Florian Tardieu,FRA,MF,Troyes,Ligue 1,30,1992,14,11,1008.0,3.0,3.0,2.9,1.0,0.5,20.0,83.0,17.0,-0.7709002107598608,-1.0426492614344385,Mid
Matt Targett,ENG,DF,Newcastle Utd,Premier League,27,1995,11,4,430.0,2.0,0.3,0.0,,,,,,-0.05612952029599616,-3.393481325931698,Low
James Tarkowski,ENG,DF,Everton,Premier League,30,1992,28,28,2520.0,1.0,1.0,1.9,1.7,1.9,10.0,76.0,5.0,-0.7709002107598608,3.11480067069077,High
Ciprian Tataru?anu,ROU,GK,Milan,Serie A,37,1986,16,16,1440.0,0.0,1.0,0.0,0.06,0.06,0.0,0.03,0.03,-2.4386984885088787,-4.570567099346739,Low
Nuno Tavares,POR,"DF,MF",Marseille,Ligue 1,23,2000,24,20,1936.0,6.0,6.0,3.7,2.3,3.7,79.0,87.0,192.0,0.8968980669891568,6.314959964563549,High
Marcus Tavernier,ENG,"MF,FW",Bournemouth,Premier League,24,1999,17,16,1367.0,3.0,4.0,2.5,2.2,2.5,50.0,36.0,100.0,0.6586411701678685,1.9089332973054352,High
Enzo Tchato,CMR,DF,Montpellier,Ligue 1,20,2002,18,10,950.0,1.0,1.0,0.3,1.1,0.3,19.0,29.0,56.0,1.6116687574530215,-0.4939154783142716,Mid
Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,23,2000,21,15,1264.0,0.9,3.0,22.0,2.6,1.7,0.07,14.0,0.21,0.8968980669891568,0.8446660427717281,Mid
Mathys Tel,FRA,FW,Bayern Munich,Bundesliga,17,2005,16,1,319.0,4.0,4.0,1.6,2.1,0.4,12.0,42.0,,2.3264394479168864,-1.8788871682092498,Low
Alex Telles,BRA,DF,Sevilla,La Liga,30,1992,18,10,996.0,0.3,2.0,18.0,1.4,1.0,0.03,66.0,0.18,-0.7709002107598608,-1.1174682847210091,Mid
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30,1992,26,26,2340.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.7709002107598608,-0.04715370116950801,Mid
Simon Terodde,GER,FW,Schalke 04,Bundesliga,35,1988,25,16,1371.0,3.0,3.0,4.9,1.3,4.1,3.0,14.0,59.0,-1.962184694866302,-3.2080231228949874,Low
Filippo Terracciano,ITA,"DF,MF",Hellas Verona,Serie A,20,2003,13,4,535.0,0.1,1.0,11.0,17.0,24.0,,,,1.6116687574530215,-0.006956317253951294,Mid
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,33,1990,23,23,2070.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4856709012237255,-1.6198938764821387,Mid
Ramón Terrats,ESP,MF,Villarreal,La Liga,22,2000,5,4,304.0,0.5,1.0,13.0,24.0,1.5,,,,1.135154963810445,-0.2670831120629613,Mid
Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,26,1997,16,16,1319.0,9.0,4.0,5.6,9.0,3.4,34.0,137.0,0.27,0.18212737652529207,3.7891670585409827,High
Aleksa Terzic,SRB,DF,Fiorentina,Serie A,23,1999,14,4,503.0,0.2,0.2,26.0,,36.0,,,,0.8968980669891568,0.05699616732721158,Mid
Tetê,BRA,FW,Leicester City,Premier League,23,2000,7,6,450.0,1.0,1.0,1.3,13.0,1.4,18.0,,,0.8968980669891568,-1.712393141599435,Low
Tetê,BRA,"FW,MF",Lyon,Ligue 1,23,2000,17,14,1107.0,6.0,2.0,4.2,1.3,4.2,49.0,52.0,130.0,0.8968980669891568,1.8924945675153824,High
Kenny Tete,NED,DF,Fulham,Premier League,27,1995,21,20,1768.0,0.4,4.0,47.0,1.8,1.4,0.02,44.0,0.2,-0.05612952029599616,4.3819771812330774,High
Arthur Theate,BEL,DF,Rennes,Ligue 1,22,2000,27,27,2422.0,2.0,2.0,3.0,3.5,0.5,24.0,2.0,0.07,1.135154963810445,3.749531737279322,High
Malick Thiaw,GER,DF,Milan,Serie A,21,2001,11,8,684.0,0.5,3.0,4.0,2.0,22.0,,,,1.3734118606317332,-0.9757289236850701,Mid
Jan Thielmann,GER,FW,Köln,Bundesliga,20,2002,14,5,558.0,1.0,1.0,0.5,0.1,0.5,13.0,6.0,30.0,1.6116687574530215,-2.7047607554877637,Low
Sada Thioub,SEN,"FW,MF",Angers,Ligue 1,27,1995,20,5,572.0,0.8,1.0,13.0,2.0,1.2,,57.0,,-0.05612952029599616,-1.6149537026953176,Mid
Luke Thomas,ENG,DF,Leicester City,Premier League,21,2001,10,8,691.0,0.1,1.0,5.0,6.0,35.0,,,,1.3734118606317332,-0.636240709213759,Mid
Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,29,1993,15,10,937.0,1.5,2.0,15.0,3.4,1.9,0.15,73.0,0.19,-0.5326433139385727,-0.9554108144685075,Mid
Adrien Thomasson,FRA,"MF,FW",Lens,Ligue 1,29,1993,10,7,590.0,2.0,2.0,1.5,2.3,0.9,14.0,51.0,,-0.5326433139385727,-3.1511294616475767,Low
Morten Thorsby,NOR,MF,Union Berlin,Bundesliga,26,1996,17,6,622.0,1.0,1.0,0.6,0.4,0.6,,12.0,18.0,0.18212737652529207,-3.4877955049241516,Low
Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,24,1999,23,12,1001.0,2.0,1.0,1.9,1.1,1.9,26.0,49.0,48.0,0.6586411701678685,-0.1337508444211437,Mid
Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,25,1997,24,22,1997.0,12.0,3.0,13.2,3.1,13.2,59.0,40.0,131.0,0.4203842733465803,5.07222561747892,High
Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,22,2001,28,23,2007.0,2.0,4.0,2.8,3.7,2.8,66.0,94.0,55.0,1.135154963810445,6.66644627511811,High
Youri Tielemans,BEL,MF,Leicester City,Premier League,25,1997,23,19,1708.0,3.0,1.0,2.3,3.0,2.0,27.0,3.7,4.4,0.4203842733465803,0.840760043610322,Mid
Kieran Tierney,SCO,DF,Arsenal,Premier League,25,1997,19,4,525.0,0.3,1.0,19.0,29.0,0.6,,,,0.4203842733465803,0.22633493952672773,Mid
Steffen Tigges,GER,FW,Köln,Bundesliga,24,1998,22,16,1321.0,5.0,1.0,3.1,4.4,1.3,16.0,65.0,0.07,0.6586411701678685,1.1881746317184083,High
Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,23,1999,26,26,2209.0,0.4,4.0,15.0,112.0,0.6,0.02,0.01,0.02,0.8968980669891568,9.40035596017909,High
Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,27,1995,12,6,639.0,0.2,0.2,8.0,,35.0,,,,-0.05612952029599616,-2.042288239410906,Low
Karl Toko Ekambi,CMR,"MF,FW",Rennes,Ligue 1,30,1992,8,6,525.0,1.0,1.0,1.6,12.0,2.6,20.0,,,-0.7709002107598608,-3.197758292293124,Low
Karl Toko Ekambi,CMR,"FW,MF",Lyon,Ligue 1,30,1992,19,15,1353.0,4.0,2.0,4.4,3.0,4.4,58.0,36.0,188.0,-0.7709002107598608,0.9020963512308724,Mid
Corentin Tolisso,FRA,MF,Lyon,Ligue 1,28,1994,21,17,1309.0,0.8,1.0,22.0,3.8,2.9,0.06,41.0,0.07,-0.2943864171172844,0.735262131918469,Mid
Jeremy Toljan,GER,DF,Sassuolo,Serie A,28,1994,21,20,1859.0,0.5,1.0,34.0,2.9,2.4,0.02,68.0,0.05,-0.2943864171172844,3.7581886201545056,High
Rafael Tolói,ITA,DF,Atalanta,Serie A,32,1990,22,22,1896.0,1.0,1.0,2.3,1.0,2.3,16.0,113.0,26.0,-1.2474140044024373,1.9578709430308845,High
Tiago Tomás,POR,"FW,MF",Stuttgart,Bundesliga,20,2002,19,12,953.0,2.0,3.0,1.8,2.8,1.8,24.0,16.0,63.0,1.6116687574530215,-0.06776978144917245,Mid
Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,24,1998,21,6,663.0,0.2,1.0,14.0,0.8,0.6,,28.0,,0.6586411701678685,-1.3027969542319682,Mid
James Tomkins,ENG,DF,Crystal Palace,Premier League,33,1989,5,3,337.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1.4856709012237255,-7.008971005566703,Low
Fikayo Tomori,ENG,DF,Milan,Serie A,25,1997,24,23,2012.0,1.0,1.0,1.2,1.6,0.4,18.0,9.0,0.04,0.4203842733465803,1.4312035860925458,High
Sandro Tonali,ITA,MF,Milan,Serie A,22,2000,24,21,1929.0,2.0,4.0,2.0,3.4,2.0,43.0,95.0,51.0,1.135154963810445,5.153833087694936,High
Ivan Toney,ENG,FW,Brentford,Premier League,27,1996,25,25,2239.0,16.0,4.0,14.9,9.0,5.0,9.0,3.6,14.5,-0.05612952029599616,2.754096817553126,High
Ferrán Torres,ESP,FW,Barcelona,La Liga,23,2000,23,10,1000.0,2.0,2.0,4.6,3.8,1.0,33.0,6.7,33.0,0.8968980669891568,-0.48565677195365564,Mid
Óliver Torres,ESP,"MF,FW",Sevilla,La Liga,28,1994,24,22,1687.0,3.0,1.0,1.8,3.0,1.8,25.0,114.0,128.0,-0.2943864171172844,3.071608293926196,High
Pau Torres,ESP,DF,Villarreal,La Liga,26,1997,23,23,2070.0,1.0,9.0,55.0,8.0,133.0,0.04,0.07,0.04,0.18212737652529207,5.553258619834496,High
Lucas Torró,ESP,MF,Osasuna,La Liga,28,1994,25,24,1902.0,0.9,9.0,11.0,14.0,82.0,0.04,0.05,0.04,-0.2943864171172844,1.2691574109322366,High
Birama Touré,MLI,MF,Auxerre,Ligue 1,30,1992,28,28,2503.0,1.6,1.0,9.0,110.0,0.9,0.06,0.06,0.03,-0.7709002107598608,7.828449120197927,High
Souleymane Touré,FRA,DF,Auxerre,Ligue 1,20,2003,11,10,887.0,0.8,4.0,8.0,28.0,0.9,0.08,0.02,0.1,1.6116687574530215,0.12944357524209682,Mid
Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,25,1997,24,24,2134.0,3.0,1.0,1.9,0.7,1.9,27.0,72.0,57.0,0.4203842733465803,3.7324877215808883,High
Yoann Touzghar,TUN,FW,Ajaccio,Ligue 1,36,1986,8,5,390.0,0.2,0.2,3.0,,,,,,-2.20044159168759,-5.191586453601755,Low
Adama Traoré,ESP,"FW,MF",Wolves,Premier League,27,1996,25,9,1176.0,2.0,1.0,1.2,4.6,3.5,70.0,127.0,0.08,-0.05612952029599616,3.074705241568976,High
Boubacar Traoré,MLI,MF,Wolves,Premier League,21,2001,8,4,384.0,0.1,1.0,4.0,0.2,0.2,,2.0,,1.3734118606317332,-2.9100373736443057,Low
Charles Traore,MLI,DF,Nantes,Ligue 1,31,1992,9,4,323.0,2.0,2.0,0.0,,6.0,,,,-1.0091571075811492,-4.52271269334115,Low
Hamari Traoré,MLI,DF,Rennes,Ligue 1,31,1992,21,18,1663.0,1.0,2.0,1.0,1.4,1.0,44.0,111.0,108.0,-1.0091571075811492,2.3858798750429733,High
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,32,1990,24,24,2160.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2474140044024373,-1.0956471513779285,Mid
Mark Travers,IRL,GK,Bournemouth,Premier League,23,1999,11,10,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8968980669891568,-2.881088282437024,Low
Óscar Trejo,ARG,"MF,FW",Rayo Vallecano,La Liga,34,1988,24,21,1588.0,3.0,4.0,2.8,8.0,2.0,40.0,2.9,4.1,-1.7239277980450138,-0.3147467122879686,Mid
Manu Trigueros,ESP,MF,Villarreal,La Liga,31,1991,15,6,557.0,0.2,2.0,8.0,48.0,0.6,,,,-1.0091571075811492,-0.7571902864703042,Mid
Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,36,1987,19,16,1469.0,0.6,5.0,27.0,2.8,2.2,0.03,69.0,0.31,-2.20044159168759,0.03779374729300944,Mid
Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,32,1990,26,26,2287.0,1.0,5.0,0.7,7.7,0.7,22.0,166.0,111.0,-1.2474140044024373,4.9735686073800425,High
Leandro Trossard,BEL,FW,Arsenal,Premier League,28,1994,10,6,453.0,1.0,6.0,1.4,3.7,2.3,23.0,65.0,,-0.2943864171172844,-2.4516828054842112,Low
Leandro Trossard,BEL,"FW,MF",Brighton,Premier League,28,1994,16,16,1315.0,7.0,2.0,4.4,2.1,4.4,40.0,67.0,118.0,-0.2943864171172844,1.344679715754204,High
